period,minute,seconds,matchId,type,swimoff_homeTeamSwimmer_playerId,swimoff_homeTeamSwimmer_teamId,swimoff_awayTeamSwimmer_teamId,swimoff_awayTeamSwimmer_playerId,swimoff_winnerSwimmer_teamId,swimoff_winnerSwimmer_playerId,shot_teamId,shot_type,shot_takenBy_playerId,shot_takenBy_teamId,shot_assistedBy_playerId,shot_isGoal,shot_isFastBreak,shot_isDirectFromFoul,shot_locationX,shot_locationY,shot_targetX,shot_targetY,shot_savedBy_playerId,shot_savedBy_teamId,shot_blockedBy_playerId,shot_blockedBy_teamId,shot_blockedBy_positionId,turnover_teamId,turnover_type,turnover_lostPossesionPlayer_playerId,turnover_lostPossesionPlayer_teamId,turnover_wonPossesionPlayer_playerId,turnover_wonPossesionPlayer_teamId,exclusion_teamId,exclusion_type,exclusion_excludedPlayer_playerId,exclusion_excludedPlayer_teamId,exclusion_fouledPlayer_playerId,exclusion_fouledPlayer_teamId,exclusion_isPenaltyExclusion,exclusion_isDoubleExclusion,exclusion_locationX,exclusion_locationY,timeout_teamId,team_id,swimoff_home,swimoff_away,swimoff_winner,shot_taken_by,shot_assist_by,shot_saved_by,turnover_lost_by,turnover_won_by,exclusion_foul_by,exclusion_drawn_by,shot_blocked_by,home_team_id,away_team_id,game_time_seconds,team_id_last,game_time_seconds_last
Fourth_Period,5,9,12187,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1193.0, , , , , , , , , , , ,78,1193,309,78.0,316.0
Fourth_Period,3,59,12187,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,78.0, , , , , , , , , , , ,78,1193,239,78.0,240.0
Fourth_Period,3,44,12187,Shot,,,,,,,78.0,Power_Play,439.0,78.0,1029.0,True,False,False,0.798,0.073,0.703,0.432,,,,,,,,,,,,,,,,,,,,,,,78.0, , , ,Viktor Rasovic,Vasilije Martinovic, , , , , , ,78,1193,224,78.0,239.0
Fourth_Period,0,19,12187,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.0,1193.0, , , , , , , , , , , ,78,1193,19,1193.0,20.0
Fourth_Period,7,33,12188,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.0,2660.0, , , , , , , , , , , ,2660,165,453,2660.0,480.0
Fourth_Period,7,33,12188,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,Exclusion,18860.0,165.0,12194.0,2660.0,False,False,0.548,0.094,,2660.0, , , , , , , , ,Jack Larsen,Bogdan Djerkovic, ,2660,165,453,2660.0,453.0
Fourth_Period,7,21,12188,Shot,,,,,,,2660.0,Regular_Attack,12202.0,2660.0,,False,False,False,0.773,0.157,0.504,0.932,4895.0,165.0,,,,,,,,,,,,,,,,,,,,,2660.0, , , ,Reuel Mark D'Souza, ,Adrian Weinberg, , , , , ,2660,165,441,2660.0,453.0
Fourth_Period,7,21,12188,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0, , , , , , , , , , , ,2660,165,441,2660.0,441.0
Fourth_Period,6,53,12188,Shot,,,,,,,165.0,Regular_Attack,2205.0,165.0,18860.0,True,False,False,0.592,0.279,0.206,0.415,,,,,,,,,,,,,,,,,,,,,,,165.0, , , ,Max Irving,Jack Larsen, , , , , , ,2660,165,413,165.0,441.0
Fourth_Period,4,8,12188,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.0,2660.0, , , , , , , , , , , ,2660,165,248,2660.0,262.0
Second_Period,1,7,12189,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.0,4596.0, , , , , , , , , , , ,4596,77,1027,4596.0,1027.0
Second_Period,0,50,12189,Shot,,,,,,,4596.0,Power_Play,16906.0,4596.0,,False,False,False,0.339,0.181,0.262,0.29,,,,,,,,,,,,,,,,,,,,,,,4596.0, , , ,Yu Liu, , , , , , , ,4596,77,1010,4596.0,1027.0
Fourth_Period,4,41,12189,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,77.0, , , , , , , , , , , ,4596,77,281,4596.0,282.0
Fourth_Period,4,25,12189,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.0,Exclusion,16901.0,4596.0,81.0,77.0,False,False,0.477,0.037,,77.0, , , , , , , , ,Zhongxian Chen,Marko Zuvela, ,4596,77,265,77.0,281.0
Fourth_Period,4,25,12189,Shot,,,,,,,77.0,Power_Play,81.0,77.0,4957.0,True,False,False,0.599,0.123,0.808,0.915,,,,,,,,,,,,,,,,,,,,,,,77.0, , , ,Marko Zuvela,Tin Brubnjak, , , , , , ,4596,77,265,77.0,265.0
Fourth_Period,0,53,12189,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.0,4596.0, , , , , , , , , , , ,4596,77,53,4596.0,54.0
Fourth_Period,0,41,12189,Shot,,,,,,,4596.0,Regular_Attack,16901.0,4596.0,,False,False,False,0.388,0.228,0.397,0.48,75.0,77.0,,,,,,,,,,,,,,,,,,,,,4596.0, , , ,Zhongxian Chen, ,Toni Popadic, , , , , ,4596,77,41,4596.0,53.0
Fourth_Period,0,26,12189,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,Exclusion,71.0,77.0,16907.0,4596.0,False,False,0.541,0.076,,4596.0, , , , , , , , ,Luka Loncar,Yiahao Peng, ,4596,77,26,4596.0,41.0
Fourth_Period,0,24,12189,Shot,,,,,,,4596.0,Power_Play,25410.0,4596.0,,False,False,False,0.248,0.107,0.248,0.577,75.0,77.0,,,,,,,,,,,,,,,,,,,,,4596.0, , , ,Deming Li, ,Toni Popadic, , , , , ,4596,77,24,4596.0,26.0
Fourth_Period,0,14,12189,Shot,,,,,,,4596.0,Power_Play,25411.0,4596.0,,False,False,False,0.189,0.127,0.322,0.665,75.0,77.0,,,,,,,,,,,,,,,,,,,,,4596.0, , , ,Yuhao Cai, ,Toni Popadic, , , , , ,4596,77,14,4596.0,24.0
Fourth_Period,5,50,12190,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,2528.0, , , , , , , , , , , ,2528,4837,350,4837.0,350.0
Fourth_Period,5,23,12190,Turnover,,,,,,,,,,,,,,,,,,,,,,,,2528.0,Lost_Ball,598.0,2528.0,25478.0,4837.0,,,,,,,,,,,,2528.0, , , , , , ,Gustavo Guimaraes,Justin Kin Yan Saik, , , ,2528,4837,323,2528.0,350.0
Fourth_Period,2,26,12190,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837.0,4837.0, , , , , , , , , , , ,2528,4837,146,4837.0,147.0
Fourth_Period,2,10,12190,Turnover,,,,,,,,,,,,,,,,,,,,,,,,4837.0,Lost_Ball,25479.0,4837.0,25484.0,2528.0,,,,,,,,,,,,4837.0, , , , , , ,Tien Ee Jayden See,Lucas Andrade, , , ,2528,4837,130,4837.0,146.0
Fourth_Period,3,22,12191,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,1190.0, , , , , , , , , , , ,79,1190,202,1190.0,202.0
Fourth_Period,3,5,12191,Shot,,,,,,,1190.0,Power_Play,24831.0,1190.0,,False,False,False,0.808,0.044,0.859,0.707,,,,,,,,,,,,,,,,,,,,,,,1190.0, , , ,Toshiyuki Maeda, , , , , , , ,79,1190,185,1190.0,202.0
Fourth_Period,0,26,12191,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,1190.0, , , , , , , , , , , ,79,1190,26,79.0,32.0
Fourth_Period,0,14,12191,Shot,,,,,,,1190.0,Regular_Attack,4763.0,1190.0,24831.0,True,False,False,0.28,0.153,0.266,0.946,,,,,,,,,,,,,,,,,,,,,,,1190.0, , , ,Yusuke Inaba,Toshiyuki Maeda, , , , , , ,79,1190,14,1190.0,26.0
Third_Period,5,18,12192,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,1192.0, , , , , , , , , , , ,84,1192,798,84.0,819.0
Third_Period,5,18,12192,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,Exclusion,1341.0,84.0,8097.0,1192.0,False,False,0.523,0.095,,1192.0, , , , , , , , ,Daniel Angyal,Angus Lambie, ,84,1192,798,1192.0,798.0
Third_Period,5,2,12192,Shot,,,,,,,1192.0,Power_Play,15258.0,1192.0,,True,False,False,0.242,0.167,0.278,0.636,,,,,,,,,,,,,,,,,,,,,,,1192.0, , , ,Marcus Berehulak, , , , , , , ,84,1192,782,1192.0,798.0
Third_Period,4,17,12193,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,81.0, , , , , , , , , , , ,105,81,737,81.0,737.0
Third_Period,4,4,12193,Shot,,,,,,,81.0,Power_Play,1334.0,81.0,4822.0,True,False,False,0.546,0.225,0.814,0.46,,,,,,,,,,,,,,,,,,,,,,,81.0, , , ,Stylianos Argyropoulos,Nikolaos Gkillas, , , , , , ,105,81,724,81.0,737.0
Third_Period,2,29,12193,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0, , , , , , , , , , , ,105,81,629,81.0,629.0
Third_Period,2,14,12193,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,Exclusion,867.0,81.0,109.0,105.0,False,False,0.632,0.084,,105.0, , , , , , , , ,Efstathios Kalogeropoulos,Jovan Vujovic, ,105,81,614,105.0,629.0
Third_Period,2,4,12193,Shot,,,,,,,105.0,Regular_Attack,112.0,105.0,1368.0,True,False,False,0.707,0.191,0.768,0.409,,,,,,,,,,,,,,,,,,,,,,,105.0, , , ,Filip Gardasevic,Djuro Radovic, , , , , , ,105,81,604,105.0,614.0
Fourth_Period,2,38,12193,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,81.0, , , , , , , , , , , ,105,81,158,105.0,164.0
Fourth_Period,2,38,12193,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,Exclusion,2155.0,105.0,,,False,False,,,,81.0, , , , , , , , ,Miroslav Perkovic, , ,105,81,158,81.0,158.0
Fourth_Period,2,21,12193,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,Exclusion,111.0,105.0,18882.0,81.0,False,False,0.537,0.09,,81.0, , , , , , , , ,Vasilije Radovic,Nikolaos Papanikolaou, ,105,81,141,81.0,158.0
Fourth_Period,2,5,12193,Shot,,,,,,,81.0,Power_Play,862.0,81.0,867.0,True,False,False,0.151,0.063,0.26,0.483,,,,,,,,,,,,,,,,,,,,,,,81.0, , , ,Konstantinos Gkiouvetsis,Efstathios Kalogeropoulos, , , , , , ,105,81,125,81.0,141.0
Fourth_Period,3,58,12195,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,2528.0, , , , , , , , , , , ,165,2528,238,165.0,263.0
Fourth_Period,3,58,12195,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,Exclusion,2389.0,165.0,12211.0,2528.0,False,False,0.469,0.07,,2528.0, , , , , , , , ,Marko Vavic,Luis Ricardo Silva, ,165,2528,238,2528.0,238.0
Fourth_Period,3,42,12195,Shot,,,,,,,2528.0,Regular_Attack,598.0,2528.0,,False,False,False,0.333,0.214,0.272,0.117,,,,,,,,,,,,,,,,,,,,,,,2528.0, , , ,Gustavo Guimaraes, , , , , , , ,165,2528,222,2528.0,238.0
Fourth_Period,3,36,12195,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0, , , , , , , , , , , ,165,2528,216,2528.0,222.0
Fourth_Period,3,36,12195,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,Penalty,598.0,2528.0,15268.0,165.0,False,False,0.531,0.131,,165.0, , , , , , , , ,Gustavo Guimaraes,Ryder Dodd, ,165,2528,216,165.0,216.0
Fourth_Period,3,36,12195,Shot,,,,,,,165.0,Penalty,23855.0,165.0,,False,False,False,0.511,0.195,0.51,0.604,2375.0,2528.0,,,,,,,,,,,,,,,,,,,,,165.0, , , ,Nicolas Saveljic, ,Joao Pedro Serra, , , , , ,165,2528,216,165.0,216.0
Fourth_Period,3,8,12195,Turnover,,,,,,,,,,,,,,,,,,,,,,,,165.0,Lost_Ball,16660.0,165.0,,,,,,,,,,,,,,165.0, , , , , , ,Ben Liechty, , , , ,165,2528,188,165.0,216.0
Fourth_Period,2,15,12195,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,165.0, , , , , , , , , , , ,165,2528,135,2528.0,149.0
Fourth_Period,0,32,12195,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,2528.0, , , , , , , , , , , ,165,2528,32,165.0,46.0
Second_Period,4,42,12197,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.0,4596.0, , , , , , , , , , , ,81,4596,1242,81.0,1256.0
Second_Period,4,42,12197,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,Exclusion,4822.0,81.0,16901.0,4596.0,False,False,0.345,0.109,,4596.0, , , , , , , , ,Nikolaos Gkillas,Zhongxian Chen, ,81,4596,1242,4596.0,1242.0
Second_Period,4,22,12197,Shot,,,,,,,4596.0,Power_Play,16901.0,4596.0,,False,False,False,0.361,0.19,0.285,0.694,869.0,81.0,,,,,,,,,,,,,,,,,,,,,4596.0, , , ,Zhongxian Chen, ,Emmanouil Andreadis, , , , , ,81,4596,1222,4596.0,1242.0
Second_Period,4,17,12197,Shot,,,,,,,4596.0,Power_Play,25410.0,4596.0,,False,False,False,0.735,0.182,0.714,0.875,869.0,81.0,,,,,,,,,,,,,,,,,,,,,4596.0, , , ,Deming Li, ,Emmanouil Andreadis, , , , , ,81,4596,1217,4596.0,1222.0
Second_Period,2,57,12199,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,1192.0, , , , , , , , , , , ,1192,79,1137,79.0,1163.0
Second_Period,2,57,12199,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,Exclusion,14363.0,79.0,4749.0,1192.0,False,False,0.663,0.085,,1192.0, , , , , , , , ,Jose Javier Bustos,Nathan Power, ,1192,79,1137,1192.0,1137.0
Second_Period,2,45,12199,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1192.0,Lost_Ball,19481.0,1192.0,,,,,,,,,,,,,,1192.0, , , , , , ,Milos Maksimovic, , , , ,1192,79,1125,1192.0,1137.0
Third_Period,5,57,12199,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,79.0, , , , , , , , , , , ,1192,79,837,79.0,856.0
Third_Period,5,57,12199,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,Suspension,15259.0,1192.0,,,False,False,,,,79.0, , , , , , , , ,Sam Nangle, , ,1192,79,837,79.0,837.0
Third_Period,5,42,12199,Shot,,,,,,,79.0,Power_Play,1290.0,79.0,,False,False,False,0.247,0.134,0.29,0.447,12175.0,1192.0,,,,,,,,,,,,,,,,,,,,,79.0, , , ,Alvaro Granados, ,Nic Porter, , , , , ,1192,79,822,79.0,837.0
Third_Period,4,57,12199,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,1192.0, , , , , , , , , , , ,1192,79,777,79.0,778.0
Third_Period,4,57,12199,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,Exclusion,1289.0,79.0,,,False,False,,,,1192.0, , , , , , , , ,Alberto Munarriz, , ,1192,79,777,1192.0,777.0
Third_Period,4,37,12199,Shot,,,,,,,1192.0,Power_Play,8092.0,1192.0,,False,False,False,0.21,0.092,0.23,0.588,1300.0,79.0,,,,,,,,,,,,,,,,,,,,,1192.0, , , ,Charlie Negus, ,Eduardo Lorrio, , , , , ,1192,79,757,1192.0,777.0
Third_Period,4,24,12199,Turnover,,,,,,,,,,,,,,,,,,,,,,,,1192.0,Offensive_Foul,19482.0,1192.0,,,,,,,,,,,,,,1192.0, , , , , , ,Jacob Mercep, , , , ,1192,79,744,1192.0,757.0
Third_Period,3,22,12200,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0, , , , , , , , , , , ,77,105,682,105.0,683.0
Third_Period,3,4,12200,Shot,,,,,,,105.0,Power_Play,1479.0,105.0,1368.0,True,False,False,0.451,0.194,0.239,0.918,,,,,,,,,,,,,,,,,,,,,,,105.0, , , ,Dmitri Kholod,Djuro Radovic, , , , , , ,77,105,664,105.0,682.0
Third_Period,2,15,12200,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,77.0, , , , , , , , , , , ,77,105,615,77.0,630.0
Third_Period,2,15,12200,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,Exclusion,2150.0,105.0,71.0,77.0,False,False,0.498,0.097,,77.0, , , , , , , , ,Balsa Vuckovic,Luka Loncar, ,77,105,615,77.0,615.0
Third_Period,2,3,12200,Shot,,,,,,,77.0,Power_Play,71.0,77.0,77.0,True,False,False,0.643,0.094,0.439,0.513,,,,,,,,,,,,,,,,,,,,,,,77.0, , , ,Luka Loncar,Loren Fatovic, , , , , , ,77,105,603,77.0,615.0
Second_Period,1,42,12201,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837.0,4837.0, , , , , , , , , , , ,4837,2660,1062,4837.0,1062.0
Second_Period,1,30,12201,Shot,,,,,,,4837.0,Power_Play,25482.0,4837.0,,False,False,False,0.464,0.238,0.097,0.798,,,,,,,,,,,,,,,,,,,,,,,4837.0, , , ,Matthias Goh, , , , , , , ,4837,2660,1050,4837.0,1062.0
Third_Period,5,38,12201,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.0,2660.0, , , , , , , , , , , ,4837,2660,818,2660.0,819.0
Third_Period,5,24,12201,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837.0,Penalty,25477.0,4837.0,16880.0,2660.0,False,False,0.562,0.077,,2660.0, , , , , , , , ,Sanjiv Rajandra,Leo Hachem, ,4837,2660,804,2660.0,818.0
Third_Period,5,24,12201,Shot,,,,,,,2660.0,Penalty,12199.0,2660.0,,True,False,False,0.506,0.195,0.304,0.931,,,,,,,,,,,,,,,,,,,,,,,2660.0, , , ,Aleksa Gardijan, , , , , , , ,4837,2660,804,2660.0,804.0
Fourth_Period,3,1,12201,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4837.0,4837.0, , , , , , , , , , , ,4837,2660,181,4837.0,182.0
Fourth_Period,2,48,12201,Shot,,,,,,,4837.0,Power_Play,25476.0,4837.0,,False,False,False,0.84,0.166,0.687,0.723,12192.0,2660.0,,,,,,,,,,,,,,,,,,,,,4837.0, , , ,Shaunn Blasius Jun Jie Lok, ,Milan Radenovic, , , , , ,4837,2660,168,4837.0,181.0
Third_Period,5,39,12202,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,78.0, , , , , , , , , , , ,80,78,819,80.0,830.0
Third_Period,5,39,12202,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,Exclusion,531.0,80.0,,,False,False,,,,78.0, , , , , , , , ,Luca Damonte, , ,80,78,819,78.0,819.0
Third_Period,5,30,12202,Shot,,,,,,,78.0,Power_Play,1029.0,78.0,16.0,True,False,False,0.268,0.16,0.792,0.574,,,,,,,,,,,,,,,,,,,,,,,78.0, , , ,Vasilije Martinovic,Milos Cuk, , , , , , ,80,78,810,78.0,819.0
Third_Period,5,30,12202,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0, , , , , , , , , , , ,80,78,810,78.0,810.0
Third_Period,5,10,12202,Shot,,,,,,,80.0,Regular_Attack,1358.0,80.0,,False,False,False,0.639,0.219,0.631,0.42,718.0,78.0,,,,,,,,,,,,,,,,,,,,,80.0, , , ,Alessandro Velotto, ,Radoslav Filipovic, , , , , ,80,78,790,80.0,810.0
Third_Period,4,56,12202,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,Exclusion,16.0,78.0,532.0,80.0,False,False,0.566,0.082,,80.0, , , , , , , , ,Milos Cuk,Lorenzo Bruni, ,80,78,776,80.0,790.0
Third_Period,4,44,12202,Shot,,,,,,,80.0,Power_Play,532.0,80.0,136.0,True,False,False,0.399,0.148,0.386,0.513,,,,,,,,,,,,,,,,,,,,,,,80.0, , , ,Lorenzo Bruni,Giacomo Cannella, , , , , , ,80,78,764,80.0,776.0
Fourth_Period,0,6,12202,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0, , , , , , , , , , , ,80,78,6,78.0,10.0
First_Period,1,40,12203,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,2528.0, , , , , , , , , , , ,2660,2528,1540,2660.0,1540.0
First_Period,1,17,12203,Shot,,,,,,,2528.0,Regular_Attack,25409.0,2528.0,,False,False,False,0.311,0.188,0.4,0.604,12192.0,2660.0,,,,,,,,,,,,,,,,,,,,,2528.0, , , ,Lucas Farias, ,Milan Radenovic, , , , , ,2660,2528,1517,2528.0,1540.0
First_Period,0,58,12203,Shot,,,,,,,2528.0,Regular_Attack,12206.0,2528.0,,False,False,False,0.269,0.163,0.478,0.832,,,25418.0,2660.0,401.0,,,,,,,,,,,,,,,,,,2528.0, , , ,Gustavo Couthino, , , , , , ,Bor Tanasijevic,2660,2528,1498,2528.0,1517.0
First_Period,0,54,12203,Shot,,,,,,,2528.0,Regular_Attack,12208.0,2528.0,,False,False,False,0.596,0.14,0.649,0.806,12192.0,2660.0,,,,,,,,,,,,,,,,,,,,,2528.0, , , ,Marcos Paulo Pedroso, ,Milan Radenovic, , , , , ,2660,2528,1494,2528.0,1498.0
Third_Period,3,37,12203,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.0,2660.0, , , , , , , , , , , ,2660,2528,697,2528.0,721.0
Third_Period,3,37,12203,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,Exclusion,25484.0,2528.0,16881.0,2660.0,False,False,0.374,0.095,,2660.0, , , , , , , , ,Lucas Andrade,David Lapins, ,2660,2528,697,2660.0,697.0
Third_Period,3,21,12203,Shot,,,,,,,2660.0,Power_Play,18996.0,2660.0,,False,False,False,0.193,0.105,0.355,0.505,2375.0,2528.0,,,,,,,,,,,,,,,,,,,,,2660.0, , , ,Roko Pozaric, ,Joao Pedro Serra, , , , , ,2660,2528,681,2660.0,697.0
Fourth_Period,0,47,12203,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2528.0,2528.0, , , , , , , , , , , ,2660,2528,47,2660.0,47.0
Fourth_Period,0,25,12203,Shot,,,,,,,2528.0,Regular_Attack,25484.0,2528.0,,False,False,False,0.392,0.22,0.409,0.449,12192.0,2660.0,,,,,,,,,,,,,,,,,,,,,2528.0, , , ,Lucas Andrade, ,Milan Radenovic, , , , , ,2660,2528,25,2528.0,47.0
Fourth_Period,0,12,12203,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2660.0,2660.0, , , , , , , , , , , ,2660,2528,12,2528.0,25.0
Third_Period,1,44,12204,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1190.0,1190.0, , , , , , , , , , , ,1192,1190,584,1190.0,586.0
Third_Period,1,29,12204,Shot,,,,,,,1190.0,Power_Play,4763.0,1190.0,,False,False,False,0.286,0.166,0.447,0.84,12175.0,1192.0,,,,,,,,,,,,,,,,,,,,,1190.0, , , ,Yusuke Inaba, ,Nic Porter, , , , , ,1192,1190,569,1190.0,584.0
Third_Period,0,21,12204,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,1192.0, , , , , , , , , , , ,1192,1190,501,1192.0,502.0
Third_Period,0,8,12204,Shot,,,,,,,1192.0,Power_Play,19482.0,1192.0,,False,False,False,0.852,0.144,,,,,4763.0,1190.0,401.0,,,,,,,,,,,,,,,,,,1192.0, , , ,Jacob Mercep, , , , , , ,Yusuke Inaba,1192,1190,488,1192.0,501.0
Third_Period,0,4,12204,Shot,,,,,,,1192.0,Power_Play,8092.0,1192.0,,False,False,False,0.521,0.222,0.853,0.941,,,,,,,,,,,,,,,,,,,,,,,1192.0, , , ,Charlie Negus, , , , , , , ,1192,1190,484,1192.0,488.0
Fourth_Period,0,56,12204,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,1192.0, , , , , , , , , , , ,1192,1190,56,1190.0,59.0
Fourth_Period,0,29,12204,Shot,,,,,,,1192.0,Regular_Attack,8093.0,1192.0,,False,False,False,,,,,,,12170.0,1190.0,401.0,,,,,,,,,,,,,,,,,,1192.0, , , ,Matthew Byrnes, , , , , , ,Taiyo Watanabe,1192,1190,29,1192.0,56.0
First_Period,3,34,12205,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0, , , , , , , , , , , ,4596,105,1654,4596.0,1662.0
First_Period,3,3,12205,Shot,,,,,,,105.0,Regular_Attack,96.0,105.0,,False,False,False,,,0.51,0.872,16909.0,4596.0,,,,,,,,,,,,,,,,,,,,,105.0, , , ,Dusan Banicevic, ,Honghui Wu, , , , , ,4596,105,1623,105.0,1654.0
Second_Period,0,13,12205,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.0,4596.0, , , , , , , , , , , ,4596,105,973,105.0,995.0
Second_Period,0,13,12205,Exclusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,Exclusion,96.0,105.0,25410.0,4596.0,False,False,0.493,0.107,,4596.0, , , , , , , , ,Dusan Banicevic,Deming Li, ,4596,105,973,4596.0,973.0
Second_Period,0,1,12205,Shot,,,,,,,4596.0,Power_Play,16910.0,4596.0,,False,False,False,0.735,0.146,0.624,0.971,955.0,105.0,,,,,,,,,,,,,,,,,,,,,4596.0, , , ,Zekai Xie, ,Lazar Andric, , , , , ,4596,105,961,4596.0,973.0
Third_Period,8,0,12205,Swim_Off,16910.0,4596.0,105.0,112.0,4596.0,16910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.0,Zekai Xie,Filip Gardasevic,Zekai Xie, , , , , , , , ,4596,105,960,4596.0,961.0
Third_Period,7,33,12205,Shot,,,,,,,4596.0,Regular_Attack,16901.0,4596.0,,False,False,False,0.398,0.248,,,,,1368.0,105.0,401.0,,,,,,,,,,,,,,,,,,4596.0, , , ,Zhongxian Chen, , , , , , ,Djuro Radovic,4596,105,933,4596.0,960.0
Fourth_Period,7,8,12205,Timeout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596.0,4596.0, , , , , , , , , , , ,4596,105,428,4596.0,428.0
